0.000000000000000000e+00,4.102901412416089784e+02,7.499999999997160103e+02,3.431399131549050026e+02,4.731595925270240173e+02,2.380756182400029957e+02,7.016908151037390553e+02,3.996961345824529985e+02,1.046407664345900002e+03,6.478001234957299630e+02,8.344698916082410278e+02,2.173752515812570039e+02,4.813003220449680271e+02,1.226181878842000060e+03,5.099656851196349976e+02,4.378241656184150088e+02
4.102901412416089784e+02,0.000000000000000000e+00,8.883794234442659672e+02,7.278907885114100509e+02,7.069045197197200423e+02,5.100450960455580116e+02,3.884790856667380012e+02,2.266120032125529917e+02,9.953737991333490527e+02,6.189903068713559833e+02,8.710970095231659798e+02,2.076968945362010004e+02,2.526024544620919983e+02,1.446056707048539920e+03,4.303452102670499926e+02,7.258897987983569919e+02
7.499999999997160103e+02,8.883794234442659672e+02,0.000000000000000000e+00,6.176123379590650302e+02,2.980268444278639777e+02,5.132056118154749811e+02,8.100432087237260248e+02,6.707585258491900504e+02,4.722171110841409813e+02,3.536170244765830262e+02,2.147556751289689885e+02,7.461313557274010009e+02,6.893837828082770329e+02,5.734474692598009824e+02,1.218369812494549933e+03,1.142020139926650018e+03
3.431399131549050026e+02,7.278907885114100509e+02,6.176123379590650302e+02,0.000000000000000000e+00,3.279954267973250239e+02,2.617728022542569875e+02,9.311847292564040117e+02,6.357247832197109574e+02,1.033959380247049921e+03,6.930295808984790256e+02,7.793952784049779439e+02,5.203469996068599812e+02,7.113262261438429732e+02,9.668324570472129835e+02,8.345501782393920394e+02,5.673032698651929877e+02
4.731595925270240173e+02,7.069045197197200423e+02,2.980268444278639777e+02,3.279954267973250239e+02,0.000000000000000000e+00,2.374531532741700062e+02,7.631474300555510126e+02,5.262404393431689869e+02,7.096062288344929812e+02,4.066362010448870024e+02,4.520398212547789853e+02,5.250561874698120164e+02,5.772088010417520536e+02,7.615366045042189853e+02,9.690020639811280034e+02,8.454880247523769867e+02
2.380756182400029957e+02,5.100450960455580116e+02,5.132056118154749811e+02,2.617728022542569875e+02,2.374531532741700062e+02,0.000000000000000000e+00,6.704103221163619537e+02,3.805693103757799918e+02,8.457546925675769671e+02,4.665886839604839906e+02,6.147422223985139453e+02,3.096901677486790163e+02,4.528686343742559757e+02,9.971730040465320144e+02,7.324622857186459441e+02,6.423098940545020241e+02
7.016908151037390553e+02,3.884790856667380012e+02,8.100432087237260248e+02,9.311847292564040117e+02,7.631474300555510126e+02,6.704103221163619537e+02,0.000000000000000000e+00,3.051769978230370270e+02,7.261411708477550064e+02,4.602879533511600130e+02,7.003841802895340152e+02,4.921971149861540198e+02,2.240089283936029858e+02,1.379653579707570088e+03,8.092718949775919555e+02,1.090739198892410059e+03
3.996961345824529985e+02,2.266120032125529917e+02,6.707585258491900504e+02,6.357247832197109574e+02,5.262404393431689869e+02,3.805693103757799918e+02,3.051769978230370270e+02,0.000000000000000000e+00,7.777981743363179703e+02,3.931462832082190175e+02,6.444850657696670169e+02,2.035313243707130084e+02,8.183520025065570280e+01,1.236781710731539988e+03,6.308407088954139681e+02,8.093040219839649581e+02
1.046407664345900002e+03,9.953737991333490527e+02,4.722171110841409813e+02,1.033959380247049921e+03,7.096062288344929812e+02,8.457546925675769671e+02,7.261411708477550064e+02,7.777981743363179703e+02,0.000000000000000000e+00,4.030607894598750249e+02,2.635014231464589898e+02,9.446613149704429588e+02,7.437533193203770452e+02,8.518479911347119469e+02,1.407750688155010039e+03,1.480278689977260001e+03
6.478001234957299630e+02,6.189903068713559833e+02,3.536170244765830262e+02,6.930295808984790256e+02,4.066362010448870024e+02,4.665886839604839906e+02,4.602879533511600130e+02,3.931462832082190175e+02,4.030607894598750249e+02,0.000000000000000000e+00,2.567508519942940097e+02,5.436625791802809999e+02,3.804799600505530179e+02,9.195439086849230534e+02,1.013850087537909985e+03,1.084623897948250033e+03
8.344698916082410278e+02,8.710970095231659798e+02,2.147556751289689885e+02,7.793952784049779439e+02,4.520398212547789853e+02,6.147422223985139453e+02,7.003841802895340152e+02,6.444850657696670169e+02,2.635014231464589898e+02,2.567508519942940097e+02,0.000000000000000000e+00,7.731597506341259987e+02,6.370007849285609609e+02,7.026478492104259885e+02,1.250681814051680021e+03,1.256904928783199921e+03
2.173752515812570039e+02,2.076968945362010004e+02,7.461313557274010009e+02,5.203469996068599812e+02,5.250561874698120164e+02,3.096901677486790163e+02,4.921971149861540198e+02,2.035313243707130084e+02,9.446613149704429588e+02,5.436625791802809999e+02,7.731597506341259987e+02,0.000000000000000000e+00,2.804318098939519928e+02,1.281278267981080035e+03,4.783774660239159857e+02,6.062161330740849507e+02
4.813003220449680271e+02,2.526024544620919983e+02,6.893837828082770329e+02,7.113262261438429732e+02,5.772088010417520536e+02,4.528686343742559757e+02,2.240089283936029858e+02,8.183520025065570280e+01,7.437533193203770452e+02,3.804799600505530179e+02,6.370007849285609609e+02,2.804318098939519928e+02,0.000000000000000000e+00,1.261202600694839930e+03,6.771447408053969639e+02,8.864874505599369741e+02
1.226181878842000060e+03,1.446056707048539920e+03,5.734474692598009824e+02,9.668324570472129835e+02,7.615366045042189853e+02,9.971730040465320144e+02,1.379653579707570088e+03,1.236781710731539988e+03,8.518479911347119469e+02,9.195439086849230534e+02,7.026478492104259885e+02,1.281278267981080035e+03,1.261202600694839930e+03,0.000000000000000000e+00,1.729624525727770106e+03,1.533551433763869909e+03
5.099656851196349976e+02,4.303452102670499926e+02,1.218369812494549933e+03,8.345501782393920394e+02,9.690020639811280034e+02,7.324622857186459441e+02,8.092718949775919555e+02,6.308407088954139681e+02,1.407750688155010039e+03,1.013850087537909985e+03,1.250681814051680021e+03,4.783774660239159857e+02,6.771447408053969639e+02,1.729624525727770106e+03,0.000000000000000000e+00,5.005047452319429908e+02
4.378241656184150088e+02,7.258897987983569919e+02,1.142020139926650018e+03,5.673032698651929877e+02,8.454880247523769867e+02,6.423098940545020241e+02,1.090739198892410059e+03,8.093040219839649581e+02,1.480278689977260001e+03,1.084623897948250033e+03,1.256904928783199921e+03,6.062161330740849507e+02,8.864874505599369741e+02,1.533551433763869909e+03,5.005047452319429908e+02,0.000000000000000000e+00
